statement_edition,statement_source,statement_text
"on Friday, October 26th, 2012",Tammy Baldwin,"
	Says U.S. Senate opponent Tommy Thompson ""personally made over $3 million"" from a federal contract granted to his healthcare company, but left  9/11 first responders ""without the care they were promised.""
	 
"
"on Friday, October 26th, 2012",Tommy Thompson,"
	Says ""Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.""
"
"on Wednesday, October 24th, 2012",Barack Obama,"
	""The sequester is not something that I've proposed. It is something that Congress has proposed.""
"
"on Wednesday, October 24th, 2012",Tommy Thompson,"
	Says U.S. Senate rival Tammy Baldwin supports a ""tax increase that President Obama says"" would cost middle-class families $3,000 per year.
	 
"
"on Wednesday, October 24th, 2012",Joseph Kyrillos,"
	Says Chris Christie was ""behind"" in the polls against Jon Corzine during the 2009 governor's race.
"
"on Wednesday, October 24th, 2012", Promote Oregon Leadership PAC (Oregon House Republicans),"
	Says, ""Carl proposed a 'windfall' tax on real estate development when he was a Metro Councilor.""
"
"on Tuesday, October 23rd, 2012",Mitt Romney,"
	Says Barack Obama was silent on Iran ""when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred.""
"
"on Tuesday, October 23rd, 2012",Shirley Anderson,"
	Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate ""faulty advice.""
"
"on Tuesday, October 23rd, 2012",Barack Obama,"
	Says Mitt Romney was clear that he ""would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.""
"
"on Tuesday, October 23rd, 2012",Glenn Grothman,"
	Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, ""including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.""
"
"on Monday, October 22nd, 2012",Ann McLane Kuster,"
	Says U.S. Rep. Charles Bass wants to privatize Social Security.
"
"on Monday, October 22nd, 2012",Charles Bass,"
	Ann McLane Kuster is ""for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.""
"
"on Monday, October 22nd, 2012", Greater Wisconsin Committee,"
	""Women who have miscarriages could be investigated by police"" under legislation supported by Republican state Senate candidate Rick Gudex.
"
"on Friday, October 19th, 2012",Gerald Daugherty,"
	Says he ""is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.""
"
"on Thursday, October 18th, 2012", Democratic Congressional Campaign Committee,"
	Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.
"
"on Thursday, October 18th, 2012", Crossroads GPS,"
	""Sherrod Brown supported President Obama's $453 billion tax increase.""
"
"on Wednesday, October 17th, 2012",Bill Nelson,"
	Says Connie Mack takes two homestead exemptions, ""directly contrary to Florida’s Constitution.""
"
"on Wednesday, October 17th, 2012",Connie Mack,"
	Says Bill Nelson voted to cut $700 billion out of Medicare to pay for Obamacare.
"
"on Tuesday, October 16th, 2012",Allen West,"
	Says Patrick Murphy is trying to ""hide his drunken assault of a police officer.""
"
"on Monday, October 15th, 2012",Lois Frankel,"
	Says Adam Hasner ""gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.""
"
"on Monday, October 15th, 2012",Paul Ryan,"
	Says six studies verify that the math adds up for Mitt Romney’s tax plan.
"
"on Monday, October 15th, 2012",Barack Obama,"
	As governor, ""Mitt Romney raised nursing home fees eight times.""
"
"on Monday, October 15th, 2012",Paul Ryan,"
	Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""
"
"on Monday, October 15th, 2012",Barack Obama,"
	Says economists Harvey Rosen and Martin Feldstein have said that ""paying for (Mitt) Romney’s tax cuts would require large tax increases on families making between $100,000 and $200,000.""
"
"on Monday, October 15th, 2012", Ohio Republican Party,"
	""President Obama has worked to change Medicare for the worse"" by ""creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.""
"
"on Monday, October 15th, 2012",Tim Kaine,"
	""The tax burden on Virginia families was lower under Tim Kaine than under George Allen.""
"
"on Sunday, October 14th, 2012", Coalition to Bring Jobs to R.I.,"
	""By voting to approve [Question 1], we can . . . save 900 jobs"" at Twin River.
"
"on Saturday, October 13th, 2012",Carl  Hosticka,"
	Says Julie Parrish ""voted to divert $160 million from public schools to private for-profit schools.""
"
"on Friday, October 12th, 2012",Paul Ryan,"
	Says Joe Biden ""went to China and said that he sympathized and wouldn't second-guess their one-child policy of forced abortions and sterilizations.""
"
"on Friday, October 12th, 2012",Joe Biden,"
	""We weren't told they wanted more security "" for diplomatic facilities in Libya.
"
"on Thursday, October 11th, 2012",Paul Ryan,"
	Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.
"
"on Thursday, October 11th, 2012",Paul Ryan,"
	Says Obama promised unemployment would never go above 8 percent.
"
"on Thursday, October 11th, 2012", Emergency Committee for Israel,"
	""When Congress voted to condemn Iran for sentencing a Christian pastor to death, (U.S. Rep. Lois) Capps was the only member who voted no.""
"
"on Thursday, October 11th, 2012", Future PAC (Oregon House Democrats),"""Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.""
"
"on Wednesday, October 10th, 2012", American Crossroads,"
	Says Bill Nelson sold agricultural land ""for home development, pocketing at least $1.4 million.""
"
"on Wednesday, October 10th, 2012", Priorities USA Action,"
	Says Romney wants to ""take away early childhood education, slash K-12 funding, and cut college aid … to pay for a $250,000 tax break for multi-millionaires.""
"
"on Wednesday, October 10th, 2012",Bill Powers,"
	""We confer more PhDs each year than any other university in America except Berkeley.""
	
	 
"
"on Wednesday, October 10th, 2012",Josh Mandel,"
	""We need a Senator who shows up to work. Sherrod Brown missed over 350 official votes.""
"
"on Tuesday, October 9th, 2012",Barack Obama,"
	Says Romney invested in a firm that made goods in China that ""could have been made here in America.""
"
"on Tuesday, October 9th, 2012", American Crossroads,"
	Says Bill Nelson ""cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here."" 
"
"on Tuesday, October 9th, 2012", American Crossroads,"
	""This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.""
"
"on Monday, October 8th, 2012", American Future Fund,"
	Under Barack Obama, the U.S. now has the ""lowest workforce since (President Jimmy) Carter.""
"
"on Monday, October 8th, 2012",Wayne Powell,"
	Eric Cantor ""took $5 million from Sheldon Adelson,"" a Las Vegas casino owner.
"
"on Monday, October 8th, 2012",Michael Riley,"
	""When Congressman Langevin took office, gas was around $1.70 per gallon, and now it is near $4 per gallon.""
"
"on Sunday, October 7th, 2012",Tammy Baldwin,"
	Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.
"
"on Friday, October 5th, 2012",Joe Biden,"
	""If Gov. Romney's plan goes into effect … the average senior would have to pay $460 a year more in tax for their Social Security.""
"
"on Friday, October 5th, 2012",Barack Obama,"
	Says 50 million people would lose their health insurance if Obamacare is repealed.
"
"on Friday, October 5th, 2012",Mitt Romney,"
	""Pre-existing conditions are covered under my (health care) plan.""
"
"on Thursday, October 4th, 2012",Mitt Romney,"
	Says Barack Obama ""put in place a board that can tell people ultimately what treatments they're going to receive.""
"
"on Wednesday, October 3rd, 2012",Lois Frankel,"
	Says Adam Hasner said he will never accept a pay increase, but he voted to raise his pay four times.
"
"on Tuesday, October 2nd, 2012",Paul Ryan,"
	Says President Barack Obama ""already passed all these Obamacare taxes. About a dozen of them hit middle-income taxpayers.""
"
"on Monday, October 1st, 2012", Americans For Tax Reform,"
	The Obama administration’s ""green"" stimulus program ""funneled close to $2 billion dollars to overseas firms,"" creating thousands of jobs in China.
"
"on Sunday, September 30th, 2012",Joseph Kyrillos,"
	""Bob Menendez actually voted in favor of higher taxes more than 70 times!""
"
"on Sunday, September 30th, 2012",David Cicilline,"
	Brendan Doherty wants ""to repeal Obamacare, increasing drug prices for seniors.""
"
"on Friday, September 28th, 2012",Val Demings,"
	Says Daniel Webster ""used taxpayer funds to build a lobbyist lounge.""
"
"on Friday, September 28th, 2012",Bill Clinton,"Says the government has ""gotten the TARP money back plus a profit.""
"
"on Thursday, September 27th, 2012",Carol Shea-Porter,"
	""Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.""
"
"on Wednesday, September 26th, 2012", Government is Not God PAC,"
	""Barack Hussein Obama will .. force Christian organizations to pay for abortions.""
"
"on Wednesday, September 26th, 2012",Chris Christie,"Says there are ""fewer jobs in America today than when Barack Obama became president.""
"
"on Tuesday, September 25th, 2012",Mitt Romney,"
	College tuition ""costs have risen by 25 percent under the Democrats.""
"
"on Monday, September 24th, 2012",Barack Obama,"
	Says Romney tax plan ""could take away middle-class deductions for child care, mortgages and college tuition.""
"
"on Monday, September 24th, 2012",Tommy Thompson,"
	""We have more natural gas than Saudi Arabia has oil.""
"
"on Sunday, September 23rd, 2012",Michael Riley,"
	James Langevin ""has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Island’s needs.""
"
"on Friday, September 21st, 2012", Progress Texas,"
	Says a voter-adopted constitutional amendment ""instructed"" a state board headed by Jerry Patterson to put $300 million in investment earnings into a fund supporting public school operations.
	
	
	 
"
"on Friday, September 21st, 2012", Restore Our Future,"
	""Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.""
"
"on Wednesday, September 19th, 2012",Connie Mack,"
	""President Obama has no plan to reduce the deficit, let alone pay down the debt.""
"
"on Tuesday, September 18th, 2012",Mitt Romney,"
	Says President Obama promised ""he'd keep unemployment below 8 percent"" if the stimulus passed.
"
"on Monday, September 17th, 2012",Rick Scott,"
	The significant drop in Florida’s unemployment rate is a good economic sign.
"
