statement_edition,statement_source,statement_text
"on Thursday, March 8th, 2012",Rick Santorum,"
	After President Barack Obama’s health care law takes full effect, ""100 percent"" of Americans will ""depend on some form of federal payment, some form of government benefit to help provide for them.""
"
"on Wednesday, March 7th, 2012",Rick Scott,"
	""Today, you can't rely on (the retirement fund for public employees), it's not funded.""
"
"on Wednesday, March 7th, 2012",David Axelrod,"
	""Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.""
"
"on Wednesday, March 7th, 2012",Gary Chiusano,"
	Says pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.""
"
"on Tuesday, March 6th, 2012",Rick Santorum,"
	""When my grandfather came to this country back in 1925, there were no government benefits.""

	 
"
"on Monday, March 5th, 2012",Marcy Kaptur,"
	""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""
"
"on Sunday, March 4th, 2012",Christine Sinicki,"
	While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said ""he didn’t believe women belonged in the workplace"" but belonged ""at home, cooking and cleaning and having babies.""
"
"on Sunday, March 4th, 2012",Chris Christie,"
	Says ""we had to cut 13 billion dollars in state spending over two years.""
"
"on Saturday, March 3rd, 2012",Rick Santorum,"
	""[R]emember, the president proposed eliminating charitable deductions for higher-income taxpayers.""
"
"on Friday, March 2nd, 2012"," Red, White and Blue Fund","
	Mitt Romney ""left Massachusetts $1 billion in debt.""
"
"on Friday, March 2nd, 2012", Campaign for Primary Accountability,"
	Says Ohio Rep. Marcy Kaptur ""actually lives"" in ""a fancy condo in the Washington, D.C.  suburbs.""
"
"on Thursday, March 1st, 2012",Cory Booker,"
	""We've seen in this last year tremendous things happening, including our unemployment rate come down 2 percentage points.""
"
"on Thursday, March 1st, 2012",Ken Allen,"
	""We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.""
"
"on Wednesday, February 29th, 2012",George LeMieux,"
	Says Connie Mack ""failed to pay his child support.""
"
"on Wednesday, February 29th, 2012",Newt Gingrich,"
	""The biggest contribution"" behind a decrease in U.S. unemployment ""was 1.2 million people leaving the workforce""
	
	
	 
"
"on Tuesday, February 28th, 2012",Paige Kreegel,"
	About 800 people refused to get a drug screening because they are ""out there on drugs.""
"
"on Tuesday, February 28th, 2012", Chain email,"
	A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.
"
"on Tuesday, February 28th, 2012",Rick Santorum,"
	Claims Supreme Court Justice Ruth Bader Ginsburg said ""she prefers the South African Constitution over the United States Constitution.""
"
"on Monday, February 27th, 2012",Rick Santorum,"
	""President Obama once said he wants everybody in America to go to college.""
"
"on Monday, February 27th, 2012",Rick Santorum,"
	""Amniocentesis, does, in fact, result more often than not in this country in abortion.""
"
"on Monday, February 27th, 2012",Mitt Romney,"
	""The president gave the (auto) companies to the UAW.""
"
"on Monday, February 27th, 2012", Chain email,"
	Says Gov. Scott Walker is ""openly"" backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions ""by at least a third"" for current and retired public employees
	 
"
"on Sunday, February 26th, 2012",Kathleen Vinehout,"
	Says 21,000 Wisconsin residents got jobs in 2011, but ""18,000 of them"" were in other states.
"
"on Sunday, February 26th, 2012",David Silverman,"
	""There are more atheists in the country right now than Jews, Muslims, Hindus and Buddhists combined and doubled.""
"
"on Friday, February 24th, 2012",Bill Pascrell,"
	Says ""sixty-two percent of small businesses over the last five years went under because they couldn't pay their health care bills.""
"
"on Friday, February 24th, 2012",Newt Gingrich,"""You can’t put a gun rack in a [Chevrolet] Volt.""
 
"
"on Wednesday, February 22nd, 2012",Barack Obama,"
	""For the first time since 1990, American manufacturers are creating new jobs.""
"
"on Monday, February 20th, 2012",Stephen Sweeney,"
	Says ""67 percent of marriages now wind up in divorce.""
"
"on Sunday, February 19th, 2012",Steve Rothman,"
	""The Republicans just voted last year to end Medicare.""
"
"on Friday, February 17th, 2012",John Duncan,"
	""Fewer than 10 percent of those in the House are what anyone would classify as wealthy.""
"
"on Thursday, February 16th, 2012",Rick Santorum,"Says Mitt Romney supports cap and trade.
"
"on Wednesday, February 15th, 2012", U.S. Chamber of Commerce,"
	""Obamacare ... will kill jobs across America.""
"
"on Tuesday, February 14th, 2012",Marco Rubio,"
	Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.
"
"on Monday, February 13th, 2012",Jack Lew,"
	""You can't pass a budget in the Senate of the United States without 60 votes.""
"
"on Monday, February 13th, 2012",Martin O'Malley,"
	Maryland is ""creating jobs at 2 ½ times the rate that Virginia is.""
"
"on Monday, February 13th, 2012",Bob Marshall,"
	""You're supposed to throw away your shoes"" if mercury from a broken CFL light bulb gets on them.
"
"on Sunday, February 12th, 2012",Chris Christie,"
	""Here's something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.""
"
"on Friday, February 10th, 2012",Barack Obama,"
	""Preventive care … saves money, for families, for businesses, for government, for everybody.""
"
"on Friday, February 10th, 2012",Tommy Thompson,"
	Says that as Wisconsin governor he ""never raised taxes.""
"
"on Friday, February 10th, 2012",Ron Ramsey,"
	""This year’s redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.""
"
"on Thursday, February 9th, 2012",Gerald McCormick,"
	The state constitution ""clearly says there’s not to be a state income tax in Tennessee.""
"
"on Tuesday, February 7th, 2012",Newt Gingrich,"Says President Barack Obama ""has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.""
"
"on Monday, February 6th, 2012",Pete Hoekstra,"
	""Since ObamaCare and the stimulus passed, the unemployment rate in the U.S. has increased.""
"
"on Monday, February 6th, 2012",Lamar Smith,"
	""Illegal counterfeiting and piracy costs the U.S. economy $100 billion... every year.""
"
"on Friday, February 3rd, 2012",Debbie Wasserman Schultz,"
	Says Mitt Romney’s campaign ""has already spent more on negative ads than John McCain did during his entire presidential run.""
"
"on Friday, February 3rd, 2012",Susan Combs,"
	Says she ""wiped out"" the state Agriculture Department’s inspections of eggs at retail sites like grocery stores.
"
"on Wednesday, February 1st, 2012",David Englin,"
	""A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.""
"
"on Monday, January 30th, 2012",Nathan Deal,"
	Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.
"
"on Sunday, January 29th, 2012",Stephen Fincher,"
	""Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.""
"
"on Sunday, January 29th, 2012",Travis Rowley,"
	""Martin Luther King was a Republican.""
"
"on Friday, January 27th, 2012",Mitt Romney,"
	""This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip."" 
"
"on Friday, January 27th, 2012",Chris  Bollwage,"
	""Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.""
"
"on Thursday, January 26th, 2012", Winning Our Future,"
	""Romneycare sent costs spiraling out of control"" in Massachusetts, ""hiking premiums, squeezing household budgets.""
"
"on Thursday, January 26th, 2012",Mitch Daniels,"
	Says Steve Jobs was responsible for creating more jobs than the stimulus bill.
"
"on Thursday, January 26th, 2012",Donald McEachin,"
	Gov. McDonnell's proposed budget ""is cutting"" public education. 
"
"on Thursday, January 26th, 2012",Lincoln Chafee,"
	The InterLink at T.F. Green Airport is the closest air-rail link in the country.
"
"on Monday, January 23rd, 2012",Newt Gingrich,"""When I was speaker, we had four consecutive balanced budgets.""
"
"on Monday, January 23rd, 2012", Oregon Republican Party,"
	Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican. 
"
"on Monday, January 23rd, 2012",Charlotte Bergmann,"
	""Martin Luther King Jr. was a Republican.""
"
"on Sunday, January 22nd, 2012",Frank Lasee,"
	Says that according to a study, under Obama’s health care initiative, ""nearly 90 percent of people"" in Wisconsin with health insurance ""will have their costs go up by more than 30 percent.""
"
"on Friday, January 20th, 2012",Bob McDonnell,"
	Says proposal to boost teacher pension fund ""puts no mandate on local government.""
"
"on Thursday, January 19th, 2012",Rick Santorum,"
	Says an Obama administration policy prohibits people who work with at-risk youth from promoting marriage as a way to avoid poverty.
"
"on Tuesday, January 17th, 2012", Corn Commentary,"
	U.S. Rep. Stephen Fincher is ""the only working farmer currently serving in the House.""
"
"on Monday, January 16th, 2012",David Sciarra,"
	Says over the last two years, New Jersey Schools Development Authority employees ""have not started or completed one single school project, and I’m not talking about major school renovation. I’m talking about replacing boilers, roofs.""
"
"on Saturday, January 14th, 2012",Suzanne Bonamici,"
	""I also voted 98 percent of the time with Republicans in the Oregon Legislature.""
"
"on Friday, January 13th, 2012",Ellyn Bogdanoff,"
	Tampa is ""the strip club capital of the world.""
"
"on Friday, January 13th, 2012",Frank Pallone,"
	""One year today since #GOP took control of the House"" and ""no new jobs.""
"
"on Thursday, January 12th, 2012", Winning Our Future,"
	Mitt Romney has 15 homes.
"
"on Tuesday, January 10th, 2012",Ronald Rice,"
	Says in Newark ""we’re paying 80 percent of the school budget from local property taxes.""
"
"on Tuesday, January 10th, 2012",Thomas Sgouros Jr.,"
	""[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.""
"
"on Sunday, January 8th, 2012",David Dewhurst,"""Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by"" weapons that were part of a federal arms trafficking operation.
"
"on Sunday, January 8th, 2012",Mitt Romney,"
	Says President Barack Obama has opened up no new trade relationships with other nations.
"
"on Sunday, January 8th, 2012",Jon Huntsman,"
	Says the Simpson-Bowles deficit reduction proposal went from President Barack Obama's desk to ""the garbage can.""
"
"on Sunday, January 8th, 2012",Mitt Romney,"
	Eliminating ""Obamacare"" ... ""saves $95 billion a year.""
"
"on Sunday, January 8th, 2012",Kelda Helen Roys,"
	
		Says area near proposed northern Wisconsin iron ore mine is ""15 hours away"" from where public hearing on mining was held.

"
"on Thursday, January 5th, 2012",Mitt Romney,"
	Says the National Labor Relations Board told Boeing that it couldn’t build a factory in South Carolina because South Carolina is a right-to-work state.
"
