statement_edition,statement_source,statement_text
"on Wednesday, April 17th, 2013", MacIver Institute,"
	""Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.""
"
"on Sunday, April 14th, 2013",Robin Vos,"
	""In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instruction’s recent report cards"" and are ""failing"" the children they serve.
"
"on Monday, April 8th, 2013",John Kasich,"
	Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than we’ve had through the history of the turnpike.""
"
"on Sunday, April 7th, 2013",Jeff Tittel,"
	""A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.""
"
"on Monday, April 1st, 2013", Chain email,"
	College students ""who are NOT U.S. Citizens and who get the PELL Grant"" plan to return to their home countries after getting free gas cards and child care.
"
"on Thursday, March 28th, 2013",Ted Cruz,"Says the Democrats told the Catholic Church that they’ll use federal powers to shut down church charities and hospitals if the church doesn’t change its beliefs.
"
"on Sunday, March 24th, 2013", Liberals Are Cool,"""Q: What do these ‘Patriotic' Americans have in common? A: They are all Draft Dodgers.""
"
"on Wednesday, March 20th, 2013",Michele Bachmann,"
	""Scientists tell us that we could have a cure in 10 years for Alzheimer's"" were it not for ""overzealous regulators, excessive taxation and greedy litigators.""
"
"on Tuesday, March 19th, 2013",Michele Bachmann,"
	Of every ""three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.""
"
"on Monday, March 18th, 2013", National Association for Gun Rights,"
	U.S. Rep. Scott Rigell ""wants gun owners in a federal registration system.""
"
"on Sunday, March 10th, 2013", National Republican Congressional Committee,"
	Says ""Kurt Schrader supports Obama’s sequester … but won’t cut $1.6 million to fund new video games.""
"
"on Tuesday, March 5th, 2013", Florida Democratic Party,"
	Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.
"
"on Monday, March 4th, 2013",John Boehner,"
	""There's no plan from Senate Democrats or the White House to replace the sequester.""
"
"on Friday, February 22nd, 2013",Eric Cantor,"""The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.""
"
"on Thursday, February 21st, 2013",Bill Jackson,"
	""There’s more murders with hammers last year than...shotguns and pistols and AK-47s.""
"
"on Thursday, February 21st, 2013",Ted Cruz,"
	Says Chuck Hagel’s nomination as defense secretary ""has been publicly celebrated by the Iranian government.""
"
"on Wednesday, February 20th, 2013",Paul Broun,"
	""There are more people killed with baseball bats and hammers than are killed with guns.""
"
"on Monday, February 11th, 2013",Richard Saslaw,"
	Except for Virginia, ""the other 49 states keep raising their gas tax.""
"
"on Wednesday, February 6th, 2013",Leon Young,"
	Wisconsin state lawmakers worked seven days in 2012 but got ""paid for a whole year.""
"
"on Saturday, February 2nd, 2013", Central Falls Police Department,"""Statistics show one male cat can father 420,000 kittens in five years.""
"
"on Friday, February 1st, 2013",Bob McDonnell,"
	Says his plan to raise car registration to $56 would still leave Virginia with a fee that’s ""equal to or lower than most states.""
"
"on Monday, January 28th, 2013",Scott Walker,"
	""We just had someone last week in Neenah near a school kill someone with a bow and arrow.""
"
"on Sunday, January 27th, 2013", National Organization for Marriage,"
	""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.""
"
"on Friday, January 25th, 2013", Coalition to Stop Gun Violence,"
	Says U.S. Rep. John Barrow, D-Ga., celebrates gun ownership even in the face of school shootings.
"
"on Thursday, January 24th, 2013",Barbara Buono,"
	Says Chris Christie’s plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""
"
"on Wednesday, January 16th, 2013", Chain email,"
	Members of Congress ""specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment"" ... (and) from the healthcare reform.""
"
"on Friday, January 11th, 2013", Chain email,"
	Says 11 states have more people on welfare than employed.
"
"on Friday, January 11th, 2013", Chain email,"Members of Congress can ""retire with the same pay after only one term"" in office
"
"on Thursday, January 10th, 2013",James Bennett,"
	""Our numbers are going up at the airport.""
"
"on Sunday, January 6th, 2013", Facebook posts,"
	""Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!""
"
"on Sunday, December 16th, 2012",Scott Walker,"
	Wisconsin has created ""just under 100,000"" jobs since he took office.
	 
"
"on Tuesday, December 11th, 2012", Chain email,"
	Says the Obama administration plans to ban all weapons for U.S. citizens through international treaties.
"
"on Sunday, December 2nd, 2012", Association of Mature American Citizens,"
	""If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for ""violations’.""
"
"on Monday, November 19th, 2012", We the People petition,"
	""In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.""
"
"on Sunday, November 11th, 2012",Chris Christie,"
	Says ""I was the first governor in America to endorse Mitt Romney.""
"
"on Saturday, November 3rd, 2012", People's Majority,"""Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.""
"
"on Thursday, November 1st, 2012",Barry Hinckley,"
	Sheldon Whitehouse voted for a ""$525-billion tax increase on the middle class.""
"
"on Wednesday, October 31st, 2012",Adam Putnam,"
	An Obama campaign tactic for rallying voters is to ""offer them cell phones.""
"
"on Tuesday, October 30th, 2012",Mitt Romney,"Says Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.
"
"on Friday, October 26th, 2012",Mitt Romney,"
	""Under President Obama: $4,000 tax hike on middle-class families.""
"
"on Friday, October 26th, 2012",Bill Bradbury,"
	""If Buehler were elected, our vote-by-mail system would be at risk.""
"
"on Monday, October 22nd, 2012",Paul Hirschbiel,"
	""Virginia papers called (Scott) Rigell’s campaign ‘Mostly False.’""
"
"on Wednesday, October 17th, 2012",Rob Zerban,"
	Says Paul Ryan’s budget plan ""ends Medicare.""
"
"on Wednesday, October 17th, 2012",Mitt Romney,"Says Barack Obama began his presidency ""with an apology tour.""
"
"on Tuesday, October 9th, 2012",Barack Obama,"
	Says Mitt Romney plans to ""fire"" Big Bird.
"
"on Monday, October 8th, 2012", Chain email,"
	Less than 10 percent of President Barack Obama’s Cabinet members have private-sector experience.
"
"on Sunday, October 7th, 2012",Barry Hinckley,"
	U.S. Sen. Sheldon Whitehouse ""rewarded Wall Street executives with millions in bonuses.""
"
"on Friday, October 5th, 2012",Paul Sadler,"
	""I never supported"" a state income tax for Texas.
	
	
	
	 
"
"on Thursday, October 4th, 2012",Chris Christie,"""(Barack Obama) says he’s going to reduce the long-term debt and deficit by $4 trillion, doesn’t say how he's going to do it.""
"
"on Thursday, October 4th, 2012",Wayne Powell,"
	Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.
"
"on Monday, October 1st, 2012", Workers' Voice,"
	Says Mitt Romney’s investments created zero jobs.
"
"on Friday, September 28th, 2012", National Republican Congressional Committee,"Says Illinois Democrat David Gill ""would end Medicare.""
"
"on Thursday, September 27th, 2012", Government is Not God PAC,"
	""Barack Hussein Obama will … force doctors to assist homosexuals in buying surrogate babies.""
"
"on Wednesday, September 26th, 2012", Government is Not God PAC,"
	""Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.""
"
"on Wednesday, September 26th, 2012", Government is Not God PAC,"
	""Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.""
"
"on Tuesday, September 25th, 2012", Yes on 79 ,"
	Says ""One of the state’s largest governments made charging this tax one of their top priorities just this year.""
"
"on Tuesday, September 25th, 2012", Americans For Tax Reform,"
	Says Obama sent $450 million to China to build a wind farm in Texas.
"
"on Thursday, September 20th, 2012",Mitt Romney,"
	""Redistribution"" has ""never been a characteristic of America.""
"
"on Tuesday, September 18th, 2012", Education Action Group,"
	""Portland Schools spend $500K to deem PB&J sandwiches racist.""
"
"on Monday, September 17th, 2012",Tommy Thompson,"
	An aide ""acted on his own"" and ""was not representing the Thompson campaign"" when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.
"
"on Monday, September 17th, 2012", Menendez Facts,"
	""Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.""
"
"on Tuesday, September 11th, 2012", It's Still a Bad Idea,"
	""This would be the largest casino in the United States.""
"
"on Wednesday, September 5th, 2012",Debbie Wasserman Schultz,"Says she was misquoted and ""didn’t say"" that the Israeli ambassador said ""what the Republicans are doing is dangerous for Israel.""
"
"on Tuesday, September 4th, 2012",Hank Williams Jr.,"
	Says Barack Obama is a Muslim.
	
	 
"
"on Sunday, September 2nd, 2012",Anthony Gemma,"
	U.S. military uniforms are manufactured in China.
"
"on Friday, August 31st, 2012",Mitt Romney,"
	Barack Obama began his presidency ""with an apology tour.""
"
"on Wednesday, August 29th, 2012",John Thune,"
	The Obama administration ""even proposed banning farm kids from doing basic chores!""
"
"on Tuesday, August 28th, 2012",Rick Santorum,"
	Says President Obama has waived ""the work requirement for welfare.""
"
"on Monday, August 27th, 2012", billhislam.com,"
	Says that Tennessee Gov. Bill Haslam ""has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.""
"
"on Sunday, August 19th, 2012", National Republican Congressional Committee,"
	Says Reps. Rush Holt, Frank Pallone and Bill Pascrell are ""willing to jeopardize seniors’ access to coverage by gutting $741 billion from Medicare"" to pay for a ""big-government healthcare takeover.""
"
"on Tuesday, August 14th, 2012", Workers' Voice,"
	Says Josh Mandel bet against Ohio families
"
"on Monday, August 13th, 2012",Josh Mandel,"
	Sherrod Brown ""sent billions of our tax dollars to foreign countries.""
"
"on Monday, August 13th, 2012",Mark Clayton,"
	Says the federal government ""mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security."" 
"
